PartcipantID:dsfds
block;trial;answer;correct;timeSpent;randomYes(1=Left:No/Right:Yes);instanceNumber;xyCoordinates;error
5;7;3;0;28;-1;11;(7,5.5)(0.5,3.5)(2.5,6)(7,2.5)(0,1)(6,0.5);Pause
5;8;3;0;28;-1;17;(0,2)(5,0.5)(7.5,1)(2,6)(6.5,4)(2,1);Pause
6;1;3;0;28;-1;12;(7,3)(1,1)(0,5)(2.5,6)(7.5,0.5)(6.5,5.5);Pause
6;2;3;0;28;-1;32;(6.5,3.5)(1,1)(1.5,5.5)(7.5,1)(0.5,3.5)(4.5,6);Pause
6;3;3;0;28;-1;40;(6.5,1)(2.5,6)(0.5,4)(1.5,1.5)(8,4)(6,4.5);Pause
6;4;3;0;28;-1;54;(8,4.5)(0.5,5)(3.5,0.5)(3,6)(7.5,2)(0.5,2);Pause
6;5;3;0;28;-1;25;(8,1)(1,5)(1.5,2)(3.5,5.5)(7,3.5)(6,6);Pause
6;6;3;0;28;-1;15;(7.5,3.5)(0.5,2.5)(5.5,1)(1,5.5)(5.5,5.5)(3,0.5);Pause
6;7;3;0;28;-1;6;(1,1)(7.5,4.5)(1.5,5.5)(4,6)(3.5,0.5)(7.5,1.5);Pause
6;8;3;0;28;-1;52;(7.5,5)(0,2.5)(0.5,5)(4.5,6)(7.5,1)(2,1);Pause
7;1;3;0;28;-1;36;(1,4)(7.5,4)(7.5,1.5)(2,1)(4.5,6)(5,0.5);Pause
7;2;3;0;28;-1;9;(1,1.5)(1,5.5)(6.5,5)(5.5,1)(3.5,1)(6.5,3);Pause
7;3;3;0;28;-1;56;(7.5,3.5)(0,2.5)(7.5,1)(0.5,5.5)(3,6)(2.5,1);Pause
7;4;3;0;28;-1;29;(1.5,5.5)(0.5,1)(5,0.5)(8,2)(7,5)(4.5,6);Pause
7;5;3;0;28;-1;49;(5,0.5)(7,3.5)(1,5)(1,1)(4.5,5.5)(7.5,1.5);Pause
7;6;3;0;28;-1;19;(0.5,3)(6.5,6)(6,1)(2.5,6)(0,5.5)(8,3);Pause
7;7;3;0;28;-1;27;(0,1.5)(0,5.5)(7.5,4)(5.5,0.5)(8,1)(3,6);Pause
7;8;3;0;28;-1;4;(8,4)(0,3)(1,5.5)(6.5,1.5)(4.5,5.5)(2,1);Pause
